player_id,is_bot,vpip,pfr,af,action_entropy,decision_time_mean,decision_time_std,bet_size_mean,bet_size_std,gto_similarity,gto_deviation_rate,mean_gto_action_probability,mean_l1_gto_distance,std_l1_gto_distance,avg_hand_strength,weak_hand_play_rate,trash_hand_vpip,premium_hand_play_rate,strong_hand_aggression_rate,marginal_hand_error_rate,gto_fold_follow_rate,gto_call_follow_rate,gto_raise_follow_rate,open_raise_accuracy,defense_accuracy,threebet_accuracy,blind_defense_rate,blind_defense_accuracy,sb_steal_attempt_rate,pot_odds_call_accuracy,hands_played,sessions_played,fatigue_slope
P00011,0,0.6941176470588235,0.2,0.40476190476190477,0.9398819273193747,5.72129717953278,1.5207083839838074,2.00433747092137,2.5538016402879475,0.6352941176470588,0.3647058823529412,0.5079867416653545,0.984026516669291,0.39875433423477397,47.83529411764706,0.3225806451612903,0.34782608695652173,1.0,0.75,0.38095238095238093,0.6774193548387096,0.7058823529411765,0.45,0.6417910447761194,0.6470588235294118,0.0,0.6153846153846154,0.5384615384615384,0.0,0.6774193548387096,85,2,-0.06201550387596899
P00012,0,0.64,0.25333333333333335,0.6551724137931034,0.9858266262773163,6.055303243039959,1.7081152783158828,2.85855023904295,3.8290460868791953,0.5066666666666667,0.4933333333333333,0.4805726113038419,1.038854777392316,0.48022914240094416,49.52,0.2857142857142857,0.3888888888888889,1.0,0.6666666666666666,0.5757575757575757,0.6428571428571429,0.38461538461538464,0.47619047619047616,0.509090909090909,0.4117647058823529,1.0,0.7333333333333333,0.5333333333333333,0.4,0.3684210526315789,75,2,-0.013513513513513487
P00013,0,0.75,0.3,0.6666666666666666,0.9713107216099232,5.880920934646295,1.6584221082356487,2.207894396217064,1.778936282527804,0.5333333333333333,0.4666666666666667,0.43546475526624506,1.12907048946751,0.3976798754449379,51.766666666666666,0.5789473684210527,0.5384615384615384,0.8333333333333334,0.6666666666666666,0.5185185185185186,0.47368421052631576,0.5217391304347826,0.6111111111111112,0.5531914893617021,0.46153846153846156,0.0,0.5,0.25,0.5833333333333334,0.42105263157894735,60,1,0.1333333333333333
P00014,0,0.6296296296296297,0.2962962962962963,0.8888888888888888,0.9962464137552288,5.220421998201926,1.6599647080004998,1.8694611704854656,1.2847532804108872,0.5740740740740741,0.42592592592592593,0.45144443449794475,1.0971111310041106,0.4515981475379771,53.27777777777778,0.375,0.3,0.8571428571428571,0.5833333333333334,0.5,0.6666666666666666,0.5,0.5789473684210527,0.6521739130434783,0.125,0.0,0.3333333333333333,0.0,0.7,0.47368421052631576,54,1,-0.03703703703703698
P00015,0,0.75,0.25,0.5,0.9463946303571862,5.764980885739217,1.6559962811225342,2.2889329866566275,1.938145210969045,0.515625,0.484375,0.45707109085066766,1.0858578182986647,0.4115749078617801,53.875,0.5454545454545454,0.42857142857142855,0.8888888888888888,0.5,0.4782608695652174,0.5,0.6,0.4117647058823529,0.4888888888888889,0.5882352941176471,0.5,0.6666666666666666,0.3333333333333333,0.42857142857142855,0.5,64,2,0.09375
P00016,0,0.5625,0.2,0.5517241379310345,0.9570249539342605,6.0279302621495505,1.5681805968623257,2.3083114279543975,2.182406420639459,0.7375,0.26249999999999996,0.5742594041520199,0.8514811916959599,0.3925096846429096,45.2,0.17073170731707318,0.14814814814814814,1.0,0.6666666666666666,0.28,0.825,0.7272727272727273,0.5555555555555556,0.7288135593220338,0.7619047619047619,0.0,0.7272727272727273,0.7272727272727273,0.18181818181818182,0.6428571428571429,80,2,0.025000000000000022
P00017,0,0.6823529411764706,0.3176470588235294,0.8709677419354839,0.9980137312338171,5.739142857052617,1.7277438466359212,2.0744493384875975,1.4742955214805133,0.49411764705882355,0.5058823529411764,0.44844845223742547,1.103103095525149,0.48031637590807197,48.76470588235294,0.4864864864864865,0.46153846153846156,1.0,0.5833333333333334,0.6296296296296297,0.47368421052631576,0.4,0.5925925925925926,0.5303030303030303,0.3333333333333333,1.0,0.5384615384615384,0.3076923076923077,0.45454545454545453,0.3448275862068966,85,2,-0.011627906976744207
P00018,0,0.7586206896551724,0.21839080459770116,0.40425531914893614,0.9175395256633224,6.066584689552896,1.8324872953484574,2.3815968138779446,3.3351537261330377,0.5977011494252874,0.4022988505747126,0.496333768658192,1.007332462683616,0.44699611190707017,47.95402298850575,0.5,0.42857142857142855,1.0,0.5,0.32352941176470584,0.5161290322580645,0.75,0.45,0.5873015873015873,0.6818181818181818,0.0,0.8,0.7333333333333333,0.0,0.631578947368421,87,2,0.03224101479915431
P00019,0,0.6491228070175439,0.3508771929824561,1.1764705882352942,0.9974306345411595,5.419612345231816,1.5120320806689709,2.707096585790786,2.1984061459635518,0.5964912280701754,0.4035087719298246,0.5237906067036726,0.9524187865926548,0.43948668208078384,48.0,0.2916666666666667,0.26666666666666666,1.0,1.0,0.5909090909090908,0.7619047619047619,0.38095238095238093,0.6666666666666666,0.6363636363636364,0.46153846153846156,0.0,0.8,0.2,0.0,0.45454545454545453,57,1,-0.16133004926108374
P00020,0,0.6875,0.3125,0.8333333333333334,0.9965119062478288,5.974432587007116,1.5155465939788881,2.372893789839726,2.0621529874709577,0.578125,0.421875,0.49877821747513773,1.0024435650497245,0.44202174256881416,51.859375,0.36,0.3157894736842105,0.875,0.6111111111111112,0.5909090909090908,0.6153846153846154,0.5,0.6,0.5333333333333333,0.6842105263157895,0.0,0.8666666666666667,0.6666666666666666,0.16666666666666666,0.6363636363636364,64,2,-0.28125
P00021,0,0.5882352941176471,0.29411764705882354,1.0,0.9878171319090819,6.0367664281594555,1.5293591286625263,2.573317378731475,2.028140774679035,0.5735294117647058,0.42647058823529416,0.4976136918560511,1.0047726162878978,0.4768567046574376,50.55882352941177,0.3103448275862069,0.23529411764705882,1.0,0.5833333333333334,0.56,0.7037037037037037,0.36,0.6875,0.5319148936170213,0.6842105263157895,0.5,0.5,0.625,0.4,0.631578947368421,68,2,0.02941176470588236
P00022,0,0.7692307692307693,0.2564102564102564,0.5,0.9373920502391854,6.0279788745959495,1.4154229385965815,2.291696326844095,1.9571724207905428,0.44871794871794873,0.5512820512820513,0.43149730210972026,1.1370053957805593,0.43958910678011814,50.243589743589745,0.5666666666666667,0.5555555555555556,0.8571428571428571,0.2,0.5161290322580645,0.43333333333333335,0.5517241379310345,0.3157894736842105,0.43636363636363634,0.5238095238095238,0.0,0.8461538461538461,0.5384615384615384,0.16666666666666666,0.5217391304347826,78,2,-0.12820512820512814
P00023,0,0.6867469879518072,0.25301204819277107,0.5833333333333334,0.9772636226246021,5.9224931128307485,1.725931151796327,2.1655952045334814,1.6286000622554444,0.5060240963855421,0.49397590361445787,0.433295596151587,1.133408807696826,0.5041875783291341,48.68674698795181,0.5882352941176471,0.5416666666666666,0.6,0.6,0.5666666666666667,0.4838709677419355,0.6296296296296297,0.4,0.46875,0.631578947368421,0.0,0.7857142857142857,0.5714285714285714,0.5714285714285714,0.47619047619047616,83,2,0.13240418118466896
P00024,0,0.7246376811594203,0.2028985507246377,0.3888888888888889,0.9268019371410483,6.313230251355673,1.7463936269567437,1.6835011465424667,0.8019125205463434,0.5217391304347826,0.4782608695652174,0.47482234196048917,1.0503553160790216,0.4402394472601088,46.231884057971016,0.5588235294117647,0.55,1.0,0.6,0.5,0.5,0.64,0.35714285714285715,0.48,0.631578947368421,0.0,0.7272727272727273,0.5454545454545454,0.3333333333333333,0.46153846153846156,69,2,-0.13109243697478995
P00025,0,0.7093023255813954,0.4418604651162791,1.6521739130434783,0.9764679239112273,5.93107321355097,1.645711900159778,3.654101355054838,3.4563983831802476,0.4883720930232558,0.5116279069767442,0.44380698581281286,1.1123860283743743,0.4867415593674236,48.02325581395349,0.4864864864864865,0.4166666666666667,1.0,0.7,0.6060606060606061,0.5277777777777778,0.3,0.7,0.47368421052631576,0.5357142857142857,0.0,0.7647058823529411,0.47058823529411764,0.0,0.4827586206896552,86,2,0.04651162790697677
P00026,0,0.7083333333333334,0.19444444444444445,0.3783783783783784,0.9283709896765074,5.686223909788683,1.6435589148299086,1.8580314364670618,1.5687877830237489,0.5138888888888888,0.48611111111111116,0.4685834478667609,1.0628331042664783,0.4389891823729939,48.791666666666664,0.43333333333333335,0.42857142857142855,1.0,0.5555555555555556,0.40740740740740744,0.5384615384615384,0.6,0.38095238095238093,0.4727272727272727,0.6470588235294118,0.0,0.45454545454545453,0.7272727272727273,0.25,0.6,72,2,-0.02777777777777779
P00027,0,0.8051948051948052,0.33766233766233766,0.7222222222222222,0.9472998258956339,5.986999298460933,1.322619357975197,2.336338653236,2.0634217921306366,0.5064935064935064,0.49350649350649356,0.4550179163162048,1.0899641673675904,0.4397653968215705,51.753246753246756,0.5862068965517241,0.5,1.0,0.5625,0.4814814814814815,0.4230769230769231,0.5769230769230769,0.52,0.5535714285714286,0.38095238095238093,0.0,0.7857142857142857,0.35714285714285715,0.8,0.48,77,2,-0.09109311740890691
P00028,0,0.684931506849315,0.3835616438356164,1.2727272727272727,0.9948105753673169,6.081624665444743,1.6475324718332993,2.6603019236875474,2.0980872645555255,0.547945205479452,0.452054794520548,0.4724632153582242,1.0550735692835516,0.4847718300821232,48.83561643835616,0.4411764705882353,0.42105263157894735,1.0,0.5833333333333334,0.5217391304347826,0.5806451612903226,0.4166666666666667,0.6666666666666666,0.5849056603773585,0.42105263157894735,1.0,0.5,0.5,0.0,0.47619047619047616,73,2,0.03978978978978975
P00029,0,0.6071428571428571,0.30357142857142855,1.0,0.9929329488709672,5.591914224300891,1.2827678554678856,2.52216868241712,2.6767236691276555,0.625,0.375,0.5339656781601573,0.9320686436796856,0.4819462070806884,48.285714285714285,0.30434782608695654,0.2631578947368421,0.5,0.6,0.5,0.68,0.4666666666666667,0.6875,0.5641025641025641,0.8,0.5,0.23076923076923078,0.6923076923076923,0.25,0.5294117647058824,56,1,-0.1071428571428572
P00030,0,0.6575342465753424,0.3150684931506849,0.92,0.9993102621272048,5.778704044103763,1.661054482436493,2.2216626347644435,1.5883970090970898,0.5616438356164384,0.4383561643835616,0.4828923615995035,1.0342152768009931,0.433984660563489,50.04109589041096,0.43333333333333335,0.36363636363636365,0.8571428571428571,0.46153846153846156,0.4814814814814815,0.6428571428571429,0.42857142857142855,0.5833333333333334,0.55,0.6363636363636364,0.5,0.5,0.7,0.0,0.7083333333333334,73,2,0.012012012012011963
P00031,0,0.5606060606060606,0.30303030303030304,1.1764705882352942,0.9762503488490852,5.539515263689928,1.4986808120208603,2.4617486925085075,3.1519163544405586,0.6212121212121212,0.3787878787878788,0.5095014790489064,0.9809970419021873,0.454558816498787,46.74242424242424,0.36363636363636365,0.23809523809523808,1.0,0.6666666666666666,0.5555555555555556,0.7931034482758621,0.38095238095238093,0.625,0.6296296296296297,0.6,0.5,0.4,0.6,0.42857142857142855,0.631578947368421,66,2,-0.09090909090909083
P00032,0,0.7419354838709677,0.2903225806451613,0.6428571428571429,0.9717904016449086,6.056298543344558,1.5460182316931412,2.6699024715332724,3.0802385895622413,0.5645161290322581,0.4354838709677419,0.4683251485139987,1.063349702972003,0.4936430410130323,50.25806451612903,0.5416666666666666,0.23076923076923078,0.8571428571428571,0.38461538461538464,0.3913043478260869,0.5217391304347826,0.7,0.47368421052631576,0.4888888888888889,0.8125,0.0,1.0,0.6666666666666666,0.75,0.4666666666666667,62,2,-0.09677419354838712
P00033,0,0.6666666666666666,0.32,0.9230769230769231,0.9995144095399637,5.867494405524061,1.4263812970214853,2.1885481931791073,1.5695937928701553,0.68,0.31999999999999995,0.5439935525037081,0.912012894992584,0.4280215853463022,49.56,0.3235294117647059,0.2222222222222222,1.0,0.7142857142857143,0.4285714285714286,0.75,0.6153846153846154,0.6666666666666666,0.6415094339622641,0.75,1.0,0.46153846153846156,0.6923076923076923,0.4,0.5555555555555556,75,2,-0.15149359886201996
P00034,0,0.6721311475409836,0.29508196721311475,0.782608695652174,0.9953779548182277,5.799371542186036,1.453725686181228,2.6535294079611544,3.2412888178769816,0.6065573770491803,0.39344262295081966,0.517932409900681,0.9641351801986382,0.47708813642942943,46.40983606557377,0.36666666666666664,0.4230769230769231,1.0,0.5833333333333334,0.375,0.6428571428571429,0.5625,0.5882352941176471,0.5531914893617021,0.8461538461538461,0.0,0.5,0.9,0.0,0.6,61,2,0.07849462365591398
P00035,0,0.6666666666666666,0.32098765432098764,0.9285714285714286,0.9995837003003465,5.725201475722797,1.662251991181059,2.5845614260457923,3.722455175805416,0.5308641975308642,0.4691358024691358,0.47165192894141367,1.0566961421171726,0.45828444170797866,50.71604938271605,0.3448275862068966,0.34782608695652173,1.0,0.6,0.6071428571428572,0.6206896551724138,0.38461538461538464,0.5769230769230769,0.46875,0.8666666666666667,0.0,0.5,0.75,0.5,0.6363636363636364,81,2,-0.3341463414634146
P00036,0,0.7058823529411765,0.3235294117647059,0.8461538461538461,0.9945492584656215,5.930845359258635,1.5693116943363832,2.308050645190349,1.8636065887713578,0.5441176470588235,0.4558823529411765,0.4518824365554228,1.0962351268891541,0.4199927772699235,50.76470588235294,0.4782608695652174,0.4,1.0,0.75,0.53125,0.5714285714285714,0.4666666666666667,0.6470588235294118,0.52,0.5625,1.0,0.7142857142857143,0.5714285714285714,0.0,0.3333333333333333,68,2,0.20588235294117652
P00037,0,0.6567164179104478,0.31343283582089554,0.9130434782608695,0.9991804726809543,5.741367184407719,1.8627796790787607,2.850507827531054,2.9371610371054153,0.7014925373134329,0.29850746268656714,0.5332882700230949,0.93342345995381,0.42215502844371516,46.985074626865675,0.2903225806451613,0.23809523809523808,1.0,0.75,0.36,0.7241379310344828,0.6190476190476191,0.7647058823529411,0.6666666666666666,0.8125,0.0,0.5833333333333334,0.8333333333333334,0.16666666666666666,0.7272727272727273,67,2,-0.1702317290552584
P00038,0,0.6781609195402298,0.4827586206896552,2.4705882352941178,0.9425216373397892,6.328586856907641,1.4763753136109146,3.8252300776146253,4.019731076282769,0.6436781609195402,0.3563218390804598,0.49088184488036984,1.0182363102392602,0.43849567276309137,54.54022988505747,0.3548387096774194,0.2,1.0,0.92,0.5666666666666667,0.6551724137931034,0.34615384615384615,0.875,0.6949152542372882,0.56,0.3333333333333333,0.6363636363636364,0.5454545454545454,0.7142857142857143,0.625,87,2,0.03118393234672301
P00039,0,0.71875,0.328125,0.84,0.9918046099823001,5.729205337204538,1.422248659611701,2.504705732398738,2.182944532997021,0.59375,0.40625,0.5110753044716045,0.9778493910567908,0.48103241737231767,49.484375,0.4166666666666667,0.29411764705882354,1.0,0.6153846153846154,0.5263157894736843,0.5909090909090909,0.5555555555555556,0.6666666666666666,0.5531914893617021,0.6875,1.0,0.9,0.7,0.6666666666666666,0.5,64,2,-0.1875
P00040,0,0.7701149425287356,0.2413793103448276,0.45652173913043476,0.9266327964427751,5.790553978529235,1.4823166824897738,1.9181832950801405,1.6710009522828602,0.5402298850574713,0.45977011494252873,0.4676793870126758,1.0646412259746483,0.4268656637614731,49.735632183908045,0.5675675675675675,0.5,1.0,0.47058823529411764,0.4137931034482759,0.45714285714285713,0.76,0.4444444444444444,0.46875,0.7272727272727273,1.0,0.6470588235294118,0.7058823529411765,0.2222222222222222,0.5483870967741935,87,2,0.056553911205074026
P00041,0,0.6567164179104478,0.34328358208955223,1.0952380952380953,0.9991804726809543,5.756045640766943,1.6740289772198067,2.5039194316628977,2.2270707348609635,0.6119402985074627,0.3880597014925373,0.4995440630412137,1.0009118739175726,0.4291541490109273,48.67164179104478,0.3333333333333333,0.3,1.0,0.7692307692307693,0.52,0.6071428571428571,0.5,0.7142857142857143,0.6071428571428571,0.6363636363636364,0.0,0.75,0.75,0.3333333333333333,0.6111111111111112,67,2,-0.28698752228163993
P00042,0,0.7307692307692307,0.4807692307692308,1.9230769230769231,0.9575302414752657,6.137420748826317,1.7749511448748634,2.6694510256050115,1.7074955894653103,0.4807692307692308,0.5192307692307692,0.44524334760473505,1.10951330479053,0.5096605666739121,49.36538461538461,0.5652173913043478,0.4375,1.0,0.7272727272727273,0.7142857142857143,0.4166666666666667,0.18181818181818182,0.7647058823529411,0.4878048780487805,0.4,1.0,0.625,0.625,0.5555555555555556,0.4782608695652174,52,1,-0.11538461538461536
P00043,0,0.6233766233766234,0.2857142857142857,0.8461538461538461,0.994264880804225,6.033091644306399,1.6367639369036633,2.1972406794349593,1.8353850512270844,0.5714285714285714,0.4285714285714286,0.5020734887610051,0.9958530224779898,0.48659361283427693,45.35064935064935,0.3611111111111111,0.3076923076923077,1.0,0.6666666666666666,0.5172413793103448,0.6486486486486487,0.52,0.4666666666666667,0.5483870967741935,0.6666666666666666,0.0,0.6666666666666666,0.5555555555555556,0.2727272727272727,0.5833333333333334,77,2,-0.17071524966261814
P00044,0,0.7352941176470589,0.29411764705882354,0.6666666666666666,0.9764894545674717,5.906282764286674,1.6450473882997145,2.4084865007094014,3.0771134559123747,0.5441176470588235,0.4558823529411765,0.4707882074515397,1.0584235850969204,0.4425727800783341,48.05882352941177,0.53125,0.5416666666666666,1.0,0.6,0.42105263157894735,0.5161290322580645,0.6470588235294118,0.5,0.5192307692307693,0.7142857142857143,0.0,0.6,0.6,0.3333333333333333,0.5,68,2,0.08823529411764708
P00045,0,0.6875,0.34375,1.0,0.9991013868240095,5.532656977154422,1.5115718347929064,2.5280996621201997,2.1701798290498537,0.578125,0.421875,0.5117567926248064,0.9764864147503871,0.448008220491065,52.15625,0.28,0.2,0.8,0.5333333333333333,0.4736842105263158,0.8,0.45,0.5,0.6078431372549019,0.46153846153846156,0.0,1.0,0.2,0.3333333333333333,0.42857142857142855,64,2,-0.03125
P00046,0,0.6571428571428571,0.15714285714285714,0.3142857142857143,0.9142357601935542,5.317504926784214,1.5281053054086844,1.8240089047707095,1.8966251786818793,0.5,0.5,0.4694018077551361,1.0611963844897276,0.39486397362519193,50.24285714285714,0.3333333333333333,0.25,1.0,0.25,0.5517241379310345,0.7142857142857143,0.5333333333333333,0.21052631578947367,0.45901639344262296,0.7777777777777778,0.0,0.4,0.8,0.0,0.625,70,2,0.028571428571428525
P00047,0,0.7123287671232876,0.3287671232876712,0.8571428571428571,0.9937013032277898,5.984927701973232,1.560089779269153,2.638708924438951,2.0618245290626995,0.547945205479452,0.452054794520548,0.45873194964586217,1.0825361007082757,0.4619410443719742,52.21917808219178,0.4782608695652174,0.5263157894736842,0.8571428571428571,0.46153846153846156,0.46875,0.5416666666666666,0.5454545454545454,0.5555555555555556,0.5370370370370371,0.5,1.0,0.6153846153846154,0.6153846153846154,0.5,0.5,73,2,0.09459459459459463
P00048,0,0.7283950617283951,0.1728395061728395,0.3111111111111111,0.8956398086504922,5.724392529323929,1.6215316475234922,2.0037549293762296,1.7978782701510823,0.5432098765432098,0.45679012345679015,0.5076588259927456,0.9846823480145088,0.3981525186174318,49.95061728395062,0.39285714285714285,0.2857142857142857,1.0,0.35714285714285715,0.4193548387096774,0.5806451612903226,0.6666666666666666,0.34782608695652173,0.5172413793103449,0.5714285714285714,1.0,0.6,0.8,0.0,0.6153846153846154,81,2,-0.06280487804878043
P00049,0,0.6363636363636364,0.3181818181818182,1.0,0.998145975216737,5.966713802113549,1.6410307491891138,2.6003279212876533,3.0517855163682177,0.6590909090909091,0.34090909090909094,0.5119468807146902,0.9761062385706196,0.4437484149086496,51.10227272727273,0.2903225806451613,0.14285714285714285,1.0,0.6875,0.3666666666666667,0.7647058823529411,0.5384615384615384,0.6428571428571429,0.6911764705882353,0.5555555555555556,0.5,0.6363636363636364,0.6363636363636364,0.16666666666666666,0.7741935483870968,88,2,-0.045454545454545414
P00050,0,0.6265060240963856,0.27710843373493976,0.7931034482758621,0.9929527865752333,5.782000939810747,1.5624687095013898,2.9522668329668287,4.093441628646346,0.6626506024096386,0.3373493975903614,0.5333194766399139,0.9333610467201722,0.42817995697609235,48.86746987951807,0.1935483870967742,0.17391304347826086,1.0,0.5833333333333334,0.4358974358974359,0.8125,0.5588235294117647,0.5882352941176471,0.6440677966101694,0.7142857142857143,0.6666666666666666,0.7,0.7,0.0,0.6206896551724138,83,2,-0.0882694541231126
P00051,0,0.7169811320754716,0.3584905660377358,1.0,0.9946688472493533,5.682137590034427,1.4676730371529618,2.2867976336748588,2.10311357283073,0.660377358490566,0.339622641509434,0.5081973715812375,0.983605256837525,0.41202149048965886,52.56603773584906,0.3125,0.09090909090909091,0.8333333333333334,0.6363636363636364,0.5217391304347826,0.7857142857142857,0.625,0.6086956521739131,0.5909090909090909,1.0,0.0,0.5714285714285714,1.0,0.2,0.7647058823529411,53,1,0.012820512820512775
P00052,0,0.6625,0.2875,0.7666666666666667,0.9946894809626599,5.631026089122674,1.4396215125887128,2.384847350888036,2.1784106262064293,0.5125,0.48750000000000004,0.485460240483084,1.0290795190338318,0.43828446908178065,47.175,0.4473684210526316,0.34615384615384615,1.0,0.45454545454545453,0.6190476190476191,0.6111111111111112,0.36363636363636365,0.5,0.5147058823529411,0.3333333333333333,1.0,0.625,0.75,0.0,0.4230769230769231,80,2,-0.175
P00053,0,0.7307692307692307,0.34615384615384615,0.9,0.990349619697181,5.836818694656918,1.5682969754202656,1.9737604616863844,1.1717772344224269,0.5512820512820513,0.4487179487179487,0.48086030869977553,1.0382793826004488,0.45162453410302067,51.37179487179487,0.4444444444444444,0.35294117647058826,0.8333333333333334,0.5625,0.5333333333333333,0.6153846153846154,0.5172413793103449,0.5217391304347826,0.5079365079365079,0.7333333333333333,0.0,0.5555555555555556,0.6666666666666666,0.4,0.47058823529411764,78,2,0.02564102564102566
P00054,0,0.7192982456140351,0.40350877192982454,1.2777777777777777,0.9892774401680292,5.334053766193019,1.749251644529753,3.0605741992810533,4.06089567738874,0.49122807017543857,0.5087719298245614,0.4686406471011305,1.062718705797739,0.4498235975382003,50.473684210526315,0.5714285714285714,0.5,0.8333333333333334,0.7142857142857143,0.6666666666666667,0.4782608695652174,0.29411764705882354,0.7058823529411765,0.475,0.4666666666666667,1.0,0.7272727272727273,0.6363636363636364,0.5555555555555556,0.5263157894736842,57,1,0.12315270935960593
P00055,0,0.68,0.3466666666666667,1.04,0.9995144095399637,5.648323444085972,1.754439771379914,3.0981718266166767,3.2718723802590293,0.64,0.36,0.5022547805282949,0.99549043894341,0.44570154930520006,49.89333333333333,0.27586206896551724,0.25,1.0,0.6666666666666666,0.3571428571428571,0.7037037037037037,0.5806451612903226,0.6470588235294118,0.6,0.7391304347826086,0.5,0.7333333333333333,0.6666666666666666,0.4,0.7058823529411765,75,2,-0.017069701280227667
